Day,Month,Year,Time of Call,Incident Number,X Coordinate,Y Coordinate,Unitary Authority,Ward,Origin of Call,Incident Category,Property Category,Property Type,Is Primary Fire,Cause of Fire,Is Property Derelict?,Is Property Occupied at the Incident?,Property Normally Occupied?,Is Fire Confined to Chimney?,How Fire Was Discovered?,Main Cause of Fire,Ignition Source,Ignition Source Powered,Item First Damaged,Item Responsible for Spread of Fire,Main action by Other Than FRS,Main Action by FRS,Special Service Type,Road Traffic Collision,False Alarm Reason,Victims Involved?,Were Alarm Systems Present?,No. of fatalities,No. of fire fatalities,No. of injuries,No. of rescues
18,July,2014,13:25:57,006828-18072014,362***,173***,BRISTOL,ST GEORGE EAST,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
18,July,2014,14:13:01,006829-18072014,366***,172***,S GLOS,PARKWALL,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Other,no,,,,,
18,July,2014,15:23:23,006835-18072014,361***,179***,S GLOS,FILTON,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
18,July,2014,15:52:39,006836-18072014,362***,174***,BRISTOL,ST GEORGE WEST,Person (mobile),Special Service,Outdoor,Outdoor > Other outdoors (including land) > Park,,,,,,,,,,,,,,,"Making Safe (not RTC), Stabilise or otherwise make safe unsafe structure",no,,no,,,,,
18,July,2014,17:07:38,006840-18072014,359***,178***,BRISTOL,HORFIELD,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Smoking,no,,,,,
18,July,2014,17:06:35,006838-18072014,366***,175***,S GLOS,RODWAY,Person (land line),Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Fault in equipment or appliance ,Electric Lighting -> Spot lights ,Electric,Structural/Fixtures/Fitting s – Internal -> Wiring insulation,Other,Water from bucket/container,None -> No firefighting,,no,,no,no,,,,
18,July,2014,17:16:43,006841-18072014,347***,177***,N SOM,PORTISHEAD CENTRAL,Person (mobile),False Alarm,Boat,Other transport vehicle > Boats > Motor yacht,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > BBQ,no,,,,,
18,July,2014,17:32:36,006844-18072014,359***,173***,BRISTOL,CABOT,Person (land line),Fire,NonResidential,Building > Non Residential > Food and Drink > Pub/wine bar/bar,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Careless handling - due to careless disposal,Smoking Related -> Smoking materials ,Not applicable,Rubbish/Waste/Recycling -> Rubbish/Waste material,Rubbish/Waste/Recycling -> Rubbish/Waste material,None,,,no,,no,yes,,,,
18,July,2014,18:37:30,006846-18072014,362***,171***,BRISTOL,BRISLINGTON EAST,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
18,July,2014,18:04:11,006845-18072014,331***,162***,N SOM,WESTON-SUPER-MARE WEST,Person (mobile),Special Service,OtherResidential,Building > Other Residential > Hotel/motel,,,,,,,,,,,,,,,"Assist other agencies, Assistance to other agencies",no,,no,,,,,
18,July,2014,18:49:41,006847-18072014,343***,165***,N SOM,YATTON,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Fence,no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
18,July,2014,20:08:33,006852-18072014,375***,165***,BANES,ABBEY,Person (land line),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other,no,,,,,
18,July,2014,20:42:01,006853-18072014,361***,170***,BRISTOL,STOCKWOOD,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
18,July,2014,20:47:59,006854-18072014,359***,178***,BRISTOL,HORFIELD,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
18,July,2014,21:32:56,006866-18072014,359***,167***,BRISTOL,WHITCHURCH PARK,Other,Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 10 or more storeys,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,
18,July,2014,21:00:55,006855-18072014,334***,163***,N SOM,KEWSTOKE,Police,False Alarm,NonResidential,Building > Non Residential > Private Garden Shed,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
18,July,2014,21:06:09,006856-18072014,367***,172***,S GLOS,OLDLAND COMMON,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Park,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > BBQ,no,,,,,
18,July,2014,21:14:54,006864-18072014,359***,168***,BRISTOL,WHITCHURCH PARK,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
18,July,2014,21:46:09,006869-18072014,362***,169***,BRISTOL,STOCKWOOD,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Overheating appliance,no,,,,,
18,July,2014,22:21:01,006871-18072014,371***,158***,BANES,BATHAVON SOUTH,Police,Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
18,July,2014,22:24:16,006872-18072014,359***,173***,BRISTOL,CABOT,Person (mobile),False Alarm,OtherResidential,Building > Other Residential > Hostel (e.g. for homeless people),,,,,,,,,,,,,,,,,Malicious False Alarm > By phone,no,,,,,
18,July,2014,22:29:43,006874-18072014,369***,155***,BANES,RADSTOCK,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Infant/primary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
18,July,2014,22:43:17,006875-18072014,357***,175***,BRISTOL,COTHAM,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
18,July,2014,23:10:41,006881-18072014,366***,172***,S GLOS,LONGWELL GREEN,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
18,July,2014,23:03:04,006877-18072014,334***,157***,N SOM,HUTTON AND LOCKING,Person (land line),Fire,Dwelling,Building > Dwelling > Bungalow - single occupancy,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Cooking - other cooking,Cooking appliance -> Cooker incl oven,Electric,Food -> Other,Food -> Other,Removal from heat source,None -> No firefighting,,no,,yes,no,0,0,2,0
18,July,2014,23:07:00,006878-18072014,362***,169***,BRISTOL,STOCKWOOD,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – unknown owner,no,,,,Person running call,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Vehicles only -> Unknown,Not known,Not known,Not known,None,,,no,,no,,,,,
19,July,2014,01:01:27,006886-19072014,341***,172***,N SOM,CLEVEDON WALTON,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Security/intruder alarm,no,,,,,
19,July,2014,01:05:43,006888-19072014,373***,165***,BANES,TWERTON,Person (mobile),Special Service,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,"Flooding, Advice only",no,,no,,,,,
19,July,2014,01:10:22,006890-19072014,368***,181***,S GLOS,WESTERLEIGH,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Storm,no,,,,,
19,July,2014,01:12:09,006892-19072014,364***,190***,S GLOS,THORNBURY SOUTH,Person (land line),False Alarm,NonResidential,Building > Non Residential > Retail > Petrol station,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Power surge,no,,,,,
19,July,2014,01:19:46,006896-19072014,367***,181***,S GLOS,FRAMPTON COTTERELL,Person (land line),False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Power surge,no,,,,,
18,July,2014,21:12:37,006858-18072014,359***,167***,BRISTOL,WHITCHURCH PARK,Person (mobile),Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 10 or more storeys,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Other,Not known,Not known,Rubbish/Waste/Recycling -> Rubbish/Waste material,None,None,,,no,,yes,no,0,0,1,0
18,July,2014,21:37:28,006867-18072014,336***,159***,N SOM,HUTTON AND LOCKING,Person (mobile),Special Service,Outdoor,Outdoor > Other outdoors (including land) > Animal harm outdoors,,,,,,,,,,,,,,,"Animal assistance incidents, Animal harm, Wild e.g. Horse, Deer, Wildfowl, Game, Aquatic, Exotic, etc.",no,,no,,,,,
19,July,2014,01:11:44,006891-19072014,370***,183***,S GLOS,WESTERLEIGH,AFA from call centre,False Alarm,NonResidential,"Building > Non Residential > Public admin, security and safety > Local Government Office",,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
19,July,2014,01:13:58,006893-19072014,373***,176***,S GLOS,BOYD VALLEY,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Power surge,no,,,,,
19,July,2014,01:15:59,006894-19072014,370***,182***,S GLOS,WESTERLEIGH,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Printing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Storm,no,,,,,
19,July,2014,02:56:29,006899-19072014,360***,176***,BRISTOL,BISHOPSTON,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For child",no,,no,,,,,
19,July,2014,03:13:54,006900-19072014,368***,191***,S GLOS,CHARFIELD,Person (mobile),Fire,RoadVehicle,Road Vehicle > Lorry/HGV,yes,Accidental,no,,,,Person running call,Accidental;  Faulty fuel supplies - Petrol product,Vehicles only -> Unknown,Not known,"Explosives, gas, chemicals -> Petrol/Oil products",None,None,,,no,,no,,,,,
19,July,2014,04:10:49,006902-19072014,358***,175***,BRISTOL,COTHAM,Police,False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
19,July,2014,05:56:51,006905-19072014,360***,174***,BRISTOL,ASHLEY,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Park,no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
19,July,2014,05:57:14,006906-19072014,362***,173***,BRISTOL,BRISLINGTON EAST,Police,Special Service,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,
19,July,2014,06:06:25,006907-19072014,375***,166***,BANES,LANSDOWN,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Water intrusion,no,,,,,
19,July,2014,06:34:19,006908-19072014,358***,173***,BRISTOL,CABOT,Person (mobile),False Alarm,NonResidential,Building > Non Residential > Retail > Travel Agent,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
19,July,2014,06:58:14,006910-19072014,370***,155***,BANES,RADSTOCK,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Mill,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Other,no,,,,,
19,July,2014,06:35:10,006909-19072014,376***,165***,BANES,ABBEY,Person (mobile),Special Service,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,"Flooding, Advice only",no,,no,,,,,
19,July,2014,07:14:57,006911-19072014,364***,176***,BRISTOL,FROME VALE,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"Spills and Leaks (not RTC), Other",no,,no,,,,,
19,July,2014,08:08:13,006914-19072014,375***,166***,BANES,LANSDOWN,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Licensed HMO > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Other,no,,,,,
19,July,2014,07:50:58,006912-19072014,375***,171***,BANES,BATHAVON NORTH,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,yes,,0,0,2,0
19,July,2014,08:42:44,006915-19072014,373***,166***,BANES,NEWBRIDGE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
19,July,2014,09:00:04,006917-19072014,359***,178***,BRISTOL,HORFIELD,AFA from originator,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Other,no,,,,,
19,July,2014,09:18:10,006918-19072014,359***,179***,BRISTOL,SOUTHMEAD,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,no,,,,,
19,July,2014,09:34:26,006919-19072014,359***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Food and Drink > Other Restaurant/cafe - Not known if - licensed,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
19,July,2014,09:46:47,006921-19072014,374***,162***,BANES,ODD DOWN,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Medical assistance only",yes,,no,,,,,
19,July,2014,10:32:47,006925-19072014,359***,173***,BRISTOL,CABOT,Police,False Alarm,OutdoorStructure,Outdoor > Outdoor structures > Other outdoor structures,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,
19,July,2014,11:03:28,006927-19072014,360***,178***,BRISTOL,LOCKLEAZE,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For child",no,,yes,,0,0,0,1
19,July,2014,12:21:36,006932-19072014,372***,182***,S GLOS,YATE CENTRAL,Police,Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For person in distress",no,,no,,,,,
19,July,2014,13:00:00,006937-19072014,362***,186***,S GLOS,ALVESTON,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Converted office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
19,July,2014,13:07:12,006938-19072014,365***,176***,S GLOS,DOWNEND,Police,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
19,July,2014,12:06:17,006931-19072014,362***,169***,BRISTOL,STOCKWOOD,Person (land line),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
19,July,2014,13:36:11,006942-19072014,357***,175***,BRISTOL,CLIFTON EAST,Person (mobile),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Flooding, Other",no,,no,,,,,
19,July,2014,13:50:41,006944-19072014,359***,171***,BRISTOL,WINDMILL HILL,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
19,July,2014,14:02:58,006946-19072014,375***,166***,BANES,LANSDOWN,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Flooding, Make safe",no,,no,,,,,
19,July,2014,12:48:03,006934-19072014,365***,176***,S GLOS,DOWNEND,Person (mobile),Special Service,Dwelling,Building > Dwelling > Licensed HMO > 3 or more storeys,,,,,,,,,,,,,,,"Flooding, Make safe",no,,no,,,,,
19,July,2014,14:22:17,006947-19072014,358***,175***,BRISTOL,COTHAM,Person (land line),False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
19,July,2014,14:53:49,006951-19072014,364***,190***,S GLOS,THORNBURY NORTH,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
19,July,2014,13:16:34,006940-19072014,360***,178***,BRISTOL,HORFIELD,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor equipment and machinery > Barbeque,no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
19,July,2014,14:00:45,006945-19072014,345***,175***,N SOM,GORDANO,Police,Fire,RoadVehicle,Road Vehicle > Caravan unspecified,yes,Deliberate – unknown owner,no,,,,Person running call,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,
19,July,2014,14:54:23,006952-19072014,356***,173***,N SOM,EASTON-IN-GORDANO,Person (mobile),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Other outdoor location,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
19,July,2014,14:57:54,006953-19072014,356***,184***,S GLOS,PILNING AND SEVERN BEACH,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Other retail warehouse,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
19,July,2014,14:40:59,006948-19072014,366***,161***,BANES,FARMBOROUGH,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,yes,,0,0,1,0
19,July,2014,15:21:29,006955-19072014,362***,174***,BRISTOL,ST GEORGE WEST,Person (land line),Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,"Lift Release, For person in distress",no,,yes,,0,0,1,0
19,July,2014,15:53:32,006959-19072014,353***,177***,BRISTOL,AVONMOUTH,Police,Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 10 or more storeys,,,,,,,,,,,,,,,"Flooding, Make safe",no,,no,,,,,
19,July,2014,16:02:35,006960-19072014,376***,166***,BANES,WALCOT,Person (running call),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Animal assistance incidents, Trapped Animal, Domestic e.g. Cat, Dog, Rodents, Horse, Bird, etc.",no,,no,,,,,
19,July,2014,15:49:35,006958-19072014,369***,156***,BANES,RADSTOCK,Person (land line),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
19,July,2014,18:15:56,006966-19072014,364***,177***,BRISTOL,FROME VALE,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Human harm outdoors,yes,Accidental,no,,,,Person running call,Accidental;  Bonfire going out of control,Matches and candles -> Matches ,Not applicable,Rubbish/Waste/Recycling -> Rubbish/Waste material,Rubbish/Waste/Recycling -> Rubbish/Waste material,None,None -> No firefighting,,no,,yes,,0,0,1,0
19,July,2014,18:38:49,006967-19072014,354***,179***,BRISTOL,KINGSWESTON,Person (mobile),False Alarm,RoadVehicle,Road Vehicle > Motorcycle,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Vehicle,no,,,,,
19,July,2014,18:09:25,006965-19072014,360***,174***,BRISTOL,ASHLEY,Person (mobile),Special Service,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,"Making Safe (not RTC), Stabilise or otherwise make safe unsafe structure",no,,no,,,,,
19,July,2014,19:35:21,006973-19072014,367***,172***,S GLOS,OLDLAND COMMON,Person (land line),False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
19,July,2014,19:41:19,006974-19072014,358***,167***,BRISTOL,WHITCHURCH PARK,Person (mobile),Fire,Dwelling,Building > Dwelling > House - single occupancy,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Faulty leads to equipment or appliance,Electric Lighting -> Fluorescent lights ,Electric,"Foam, rubber, plastic -> Foam - raw material only",Furniture/Furnishings - Other furniture,None,,,no,,no,no,,,,
19,July,2014,20:39:10,006977-19072014,375***,165***,BANES,KINGSMEAD,Person (land line),Special Service,OtherResidential,Building > Other Residential > Hotel/motel,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,yes,,0,0,0,1
19,July,2014,21:06:24,006978-19072014,362***,182***,S GLOS,BRADLEY STOKE BOWSLAND,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
19,July,2014,23:08:05,006980-19072014,361***,172***,BRISTOL,BRISLINGTON WEST,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Wheelie bin,no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
19,July,2014,23:59:00,006982-20072014,358***,168***,BRISTOL,HARTCLIFFE,Police,Special Service,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,"Assist other agencies, Assistance to other agencies",no,,no,,,,,
20,July,2014,00:21:02,006983-20072014,363***,161***,BANES,CLUTTON,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – unknown owner,no,,,,Person running call,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,
20,July,2014,00:31:47,006984-20072014,333***,161***,N SOM,WESTON-SUPER-MARE CENTRAL,Person (mobile),Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,"Flooding, Other",no,,no,,,,,
20,July,2014,01:14:03,006987-20072014,347***,176***,N SOM,PORTISHEAD EAST,Police,Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,Water from bucket/container,None -> No firefighting,,no,,no,,,,,
20,July,2014,01:12:17,006986-20072014,362***,179***,S GLOS,STOKE GIFFORD,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Smoking Related -> Cigarette lighter ,Not applicable,,,None,,,no,,no,,,,,
20,July,2014,01:14:17,006988-20072014,358***,173***,BRISTOL,CABOT,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,01:19:08,006989-20072014,370***,155***,BANES,RADSTOCK,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Factory,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
20,July,2014,01:20:58,006991-20072014,341***,171***,N SOM,CLEVEDON CENTRAL,Person (land line),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
20,July,2014,04:14:16,006996-20072014,363***,176***,BRISTOL,FROME VALE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Large supermarket,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
20,July,2014,04:47:18,006998-20072014,361***,171***,BRISTOL,KNOWLE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Licensed HMO > Up to 2 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,05:41:28,006999-20072014,365***,174***,S GLOS,KINGS CHASE,Police,Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – unknown owner,no,,,,Person running call,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,
20,July,2014,04:33:26,006997-20072014,359***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,06:18:39,007003-20072014,360***,172***,BRISTOL,WINDMILL HILL,Person (land line),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other cooking,no,,,,,
20,July,2014,02:42:34,006994-20072014,359***,173***,BRISTOL,CABOT,Police,False Alarm,Outdoor,Outdoor > Other outdoors (including land) > River/canal,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,
20,July,2014,06:51:26,007005-20072014,373***,166***,BANES,NEWBRIDGE,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Other,no,,,,,
20,July,2014,07:48:47,007007-20072014,361***,171***,BRISTOL,KNOWLE,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
20,July,2014,07:39:12,007006-20072014,373***,166***,BANES,NEWBRIDGE,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
20,July,2014,08:19:07,007008-20072014,365***,168***,BANES,KEYNSHAM SOUTH,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
